부서별_인력구성(생산),부서별_인력구성(RnD),총자산회전율,순이익률,ROE,주력제품 국내 시장점유율(퍼센트),학력별 인력구성비(대졸),엔젤투자자 혹은 액셀러레이터 투자 경험여부,창업 당시 창업자 최종학력,창업 직전 근무지,창업 당시 목표시장,해외수출 및 진출과정 애로사항,연구개발관련전담부서보유여부,벤처캐피털(투자조합포함) 투자 경험여부
-1.250483407125811,0.8344545850368323,-0.9410595538517681,-9.007997376165205,2.2966615844032785,-0.6533567018700067,-0.1371708257640231,0,3,6,1,2,1,1
-1.250483407125811,-0.1396471704730624,0.48656364531612634,0.17368798565837767,0.1383904451141355,-0.6533567018700067,-1.23461847856218,0,4,6,1,8,3,0
-1.250483407125811,-0.4643639906722858,-0.5727226491918154,0.20004750119013703,0.04421187195487211,-0.1247341478587674,-1.5089906802048587,0,2,6,1,4,1,0
-0.22649462529094766,0.039051796575227796,-0.5041399300591475,0.1253007262396223,-0.07956459274881356,1.0499826388328755,-1.23461847856218,0,2,6,3,3,1,0
-0.16669432650575924,-0.006828396109288255,-0.4001241093996704,0.09754471498296964,-0.09896419769801115,1.0499826388328755,-1.23461847856218,0,2,6,3,2,1,0
0.011360582417341995,0.5034061034267947,-0.4358621967926341,0.21713217719052963,0.09918482777981602,1.0499826388328755,-0.5761581176377975,0,2,6,3,5,1,0
-0.26106727391338125,0.9668350136106272,-0.5869553229456871,0.03461809063975922,-0.17319070579986737,1.0499826388328755,-1.1586897681930872,0,2,6,3,8,1,0
2.0296495090052904,-0.6123787524220143,-0.293480718201017,0.159517506397102,0.014899735638834094,0.22768088814872545,1.7696069181553156,1,5,10,3,3,1,0
-0.7630052158711172,0.052445695713488776,-0.43101370353582064,0.14449332031532552,-0.02506789563784339,-0.6533567018700067,-1.0723079995943199,0,4,7,1,7,1,0
1.9459290907060267,-0.9239939040096296,-0.6850747501928458,-0.16485946662207343,-0.13697599318930306,0.46262424548705405,1.4057252611994786,1,3,2,3,3,2,1
-1.250483407125811,-1.1137489259829572,-0.49884568822872377,0.19970496450289904,0.08156325536278711,-0.7062189572711306,2.057683326059733,0,3,6,1,4,4,0
1.2492075388788504,-0.6266980482280098,-0.4743842577330585,0.16622068587658978,0.023472392490361677,-0.6533567018700067,-1.4403873413510495,0,3,6,3,8,1,0
0.672355782108544,0.10387826840441126,-0.7059623719492149,0.1886963623545893,0.042776745696764526,-0.7062189572711306,-5.30182896271758e-06,0,3,5,3,8,1,0
0.7772274314893856,0.5687683312215086,-0.20819415778358538,0.18206169021254912,0.10230908494348386,-0.5946208625354246,0.8230701493265156,0,2,3,1,6,1,0
1.0569236199554148,-0.6266980482280098,-0.10174627034528735,0.2189607961208616,0.18324131573809058,0.16894504881414332,-1.6461562041399191,0,5,6,3,7,1,0
-1.250483407125811,2.539132657179148,0.6606010927844869,0.17288697678975962,0.15206224526327544,-0.5946208625354246,-0.34293968855289264,0,3,7,1,6,1,0
-1.250483407125811,-1.1137489259829572,0.07921201023965366,0.16576221369520971,0.04122096723111693,-0.6533567018700067,2.057683326059733,0,3,6,1,3,1,0
-1.250483407125811,-0.6266980482280098,5.66365962253491,0.160260547518649,0.18841666042993868,-0.6533567018700067,-1.3717840024972405,0,3,6,3,2,3,0
-1.250483407125811,-0.6266980482280098,0.6606010927844869,0.17288697678975962,0.15206224526327544,-0.4184133445316781,-1.5089906802048587,0,3,10,3,7,1,0
-1.250483407125811,-0.2882463932760968,-0.7050083135986805,-0.0443129016902471,-0.14119882045320373,-0.5946208625354246,0.5928970994108859,0,3,5,1,2,1,1
-0.2890638125086335,1.3215054627917797,-0.8745648148796957,0.9205918670783795,0.5604826680186084,-0.7062189572711306,-5.30182896271758e-06,0,1,6,1,7,2,0
-1.250483407125811,0.5097377648376088,-0.482321710403487,0.013865637188326129,-1.2579683536759814,-0.7062189572711306,0.6859046253914551,0,5,6,1,3,1,0
0.2877879442616729,-0.1396471704730624,-0.662591817751977,0.20947516478196376,0.07179677666823198,-0.7062189572711306,-1.23461847856218,0,3,7,1,8,3,0
-0.2890638125086335,0.10387826840441126,-0.7478001766652665,0.06889810833949826,-0.05920612025548213,-0.7062189572711306,-0.5144274588011366,0,2,8,3,8,1,0
0.1916459847999552,-0.5049353287892729,-0.9362814419486825,-7.747146179418155,-0.20337280803343077,-0.7062189572711306,-5.30182896271758e-06,1,2,3,3,3,2,0
-0.2890638125086335,0.10387826840441126,-0.6838548067282283,0.17149575086005464,0.020056029982123278,-0.7062189572711306,-5.30182896271758e-06,0,3,7,3,8,1,0
1.313314997447924,-0.8431434583023083,-0.24111699102743156,0.18441201886652048,0.06798670695644193,-0.6533567018700067,-1.1431747959388063,0,3,6,3,8,1,0
0.4586898914008225,1.050899995111131,-0.5805427996060306,0.09857232504468358,-0.096214597389336,-0.5946208625354246,-0.24692793717560618,0,1,6,1,3,1,0
0.672355782108544,0.5097377648376088,-0.5778604880139547,0.1816453763926753,0.05110809813321208,-0.5946208625354246,-0.24692793717560618,0,1,6,1,3,1,0
2.2747345920651014,-1.0528675662635887,-0.03328085346883272,0.16563573861069109,0.053546542748757704,1.5198693535095327,-1.8107712943710148,0,5,10,1,4,2,0
1.5536698961022182,-0.7078894295497595,1.1753312131985494,0.17036274489457515,0.18491774641127817,-0.711505182811243,-1.23461847856218,0,3,9,1,5,2,0
1.7510301104852326,-0.8761655078140937,0.9711549060338032,0.15957547414417306,0.061979497044186316,-0.1247341478587674,-1.8107712943710148,0,3,6,1,1,4,0
1.8016392379458803,-0.8045203236963411,1.4422173065348876,0.1599917879640469,0.07232383631169625,-0.6827246215372977,-1.5638486590243714,0,3,6,1,2,2,0
1.788063993269886,-0.8732432025475642,0.8042807163448639,0.16413384698203226,0.09279026078019507,-0.711505182811243,-1.23461847856218,0,3,6,1,1,3,0
1.8103689278650046,-1.1137489259829572,0.5676898857131953,0.13744760414859977,-0.1649165044090967,-0.7062189572711306,-1.23461847856218,0,5,6,1,1,1,0
1.4179559061260576,-1.1137489259829572,1.1416654656653527,0.10392116716078428,1.2872915662396758,0.46262424548705405,-1.728463749255467,0,5,6,1,1,4,0
1.9406220545437398,-0.9065087774982271,0.8946503745315352,0.16953011725482744,0.1653847890221679,-0.711505182811243,-1.23461847856218,0,3,9,1,5,1,0
0.031396566769164004,-0.3019812280287863,-0.26374850632617053,0.19838751570582988,0.12114987966828558,-0.4184133445316781,-5.30182896271758e-06,0,5,10,1,8,2,0
0.8860216728162653,-1.1137489259829572,-0.170868579856536,0.14775005374168046,-0.015053762412021915,-0.6827246215372977,-0.4938505725222497,0,2,6,3,2,2,0
1.6978828352947948,-0.9514148684272332,0.8769768345954088,0.1767128480964484,0.23722365343796908,-0.711505182811243,-1.6461562041399191,0,5,6,1,2,1,0
1.441491457802286,-0.7890321057837336,0.3479827598258178,0.15043764928770148,-0.28466699545065755,-0.18346998719334953,-0.9602462769195014,0,5,6,3,8,4,0
1.5463631071831279,-1.1137489259829572,0.2121858478829698,0.16287963572722244,0.05091124453143626,-0.5946208625354246,0.9465314669998373,0,5,6,1,4,2,0
1.7299173361874391,-0.8702234871054835,1.1208795058643684,0.1591328113483578,0.04699322284447884,-0.1247341478587674,-1.8107712943710148,0,3,6,1,2,1,0
1.2051745214453835,-0.8203494772233768,0.8247773305805218,0.15791021886467765,0.014391726343928756,-0.5946208625354246,-1.3139629520535683,0,5,6,1,7,3,0
1.230594455527062,-1.1137489259829572,1.5943817932946878,0.21477657874137,0.30475713907944746,-0.5358850232008424,-1.1284005915905657,0,3,6,1,1,2,0
